id,label
1881,0
15291,0
7751,0
27500,3
19190,3
18348,3
7787,0
4778,0
22902,3
15656,1
9305,0
14043,0
1879,2
32480,3
16814,3
13037,0
366,2
14682,0
18726,3
14177,1
5720,0
27317,3
12727,1
15590,1
16862,3
776,0
26170,3
15664,0
31283,3
23983,3
19118,3
31881,3
9083,0
15167,2
30641,3
25894,3
24585,3
5432,0
18336,3
29479,3
29874,3
22323,3
8317,0
11070,0
25228,3
805,1
711,0
19742,3
23433,3
27143,3
10931,1
29619,3
21567,3
26788,3
5264,0
24846,3
16035,0
17782,3
12729,0
3977,0
27930,3
30471,3
18847,3
20756,3
17344,3
29352,3
11097,0
18908,3
11488,0
33857,3
21586,3
11617,0
16262,3
22385,3
25409,3
670,0
31629,3
21664,3
9148,0
15898,0
27349,3
30315,3
4559,1
1470,1
15348,1
13823,1
24254,3
22586,3
5529,0
2316,2
1781,1
18445,3
8853,1
15042,0
9349,1
11474,0
18731,3
14007,2
16241,2
18425,3
17032,3
10302,0
25018,3
5994,2
11978,2
18815,3
4420,0
11294,0
10823,1
19426,3
18012,3
19650,3
33812,3
24868,3
24554,3
32710,3
27801,3
14050,2
25352,3
27898,3
13390,0
19720,3
20002,3
18531,3
5441,2
24155,3
2765,0
29389,3
14142,1
17451,3
255,0
27243,3
17890,3
4600,1
5384,0
28319,3
11468,0
9733,2
33965,3
11683,0
9356,1
14878,0
2992,0
2254,1
26203,3
25202,3
20677,3
7719,0
18768,3
2952,1
8560,0
27294,3
7507,0
13251,0
25330,3
33580,3
13865,1
6326,2
31639,3
15193,0
33343,3
30290,3
26052,3
2681,1
1527,0
13860,0
28860,3
25246,3
30073,3
923,0
4538,0
10580,0
28418,3
14648,0
16987,3
23271,3
25824,3
13449,0
14085,2
1067,0
22765,3
19981,3
9412,0
28864,3
3024,0
10718,2
16526,3
5376,0
13570,2
2033,0
25433,3
27812,3
20116,3
26982,3
12146,0
28415,3
9573,0
15349,0
10872,1
1688,1
11431,0
8904,0
19295,3
5360,0
30854,3
26234,3
14782,2
5893,0
22741,3
13201,0
8101,1
13727,0
25879,3
31884,3
29522,3
2510,0
26978,3
10197,0
15984,2
32468,3
31686,3
5934,0
12180,2
5828,0
11644,1
14671,2
18555,3
24926,3
29828,3
12458,2
24508,3
22687,3
19629,3
6621,2
9339,0
10649,0
27665,3
32002,3
12147,2
9324,0
17334,3
32493,3
15747,1
14943,0
14204,2
30238,3
16581,3
32051,3
26791,3
397,0
16813,3
33372,3
26020,3
12564,2
10577,2
4655,0
3848,0
5933,1
20282,3
19710,3
12468,0
18911,3
11343,0
20212,3
30708,3
27367,3
15525,0
12293,0
10053,0
3240,0
22450,3
30399,3
12721,0
2218,0
8337,1
21575,3
20921,3
33113,3
26853,3
26928,3
15166,0
7663,0
1824,0
2158,0
29343,3
16160,1
16472,3
28723,3
11168,0
1048,1
20218,3
33464,3
33265,3
13920,0
32593,3
8507,0
16965,3
20715,3
21912,3
23898,3
19721,3
792,2
21229,3
19982,3
26428,3
31044,3
1076,2
5526,1
21222,3
27803,3
4094,0
21288,3
11592,0
26935,3
29112,3
22505,3
10970,1
19143,3
10201,1
8964,0
27989,3
8855,0
21572,3
15880,0
22298,3
3401,0
11282,0
10622,0
25045,3
18702,3
10579,1
28830,3
26064,3
13846,1
7769,1
23907,3
27952,3
7881,0
21069,3
9585,1
2607,0
28373,3
20857,3
9197,0
24128,3
4432,1
29777,3
2203,0
30976,3
28136,3
19729,3
9468,0
5560,0
21820,3
21618,3
357,0
24500,3
24750,3
12827,0
2719,0
7218,2
18273,3
23606,3
29747,3
16353,3
1588,0
12580,0
12586,2
7949,0
31625,3
3688,2
25924,3
22782,3
10756,0
21641,3
27981,3
20802,3
17962,3
7485,0
28050,3
8197,1
4610,2
28502,3
7241,0
31929,3
11728,2
10173,0
5789,0
31287,3
21955,3
18942,3
321,1
17995,3
7914,0
20161,3
24456,3
4090,1
4561,0
21848,3
23212,3
25183,3
31609,3
33687,3
28209,3
29981,3
14152,2
13409,0
18082,3
1385,2
12996,1
2615,0
16430,3
24923,3
15513,1
32728,3
2087,2
31467,3
2729,0
7920,0
9012,2
5851,0
19403,3
33261,3
25389,3
2665,0
5491,0
15436,0
17373,3
10646,0
31568,3
20345,3
30704,3
33273,3
27785,3
32829,3
19,0
4282,0
22727,3
31542,3
25086,3
8436,0
24893,3
9937,2
6096,0
23760,3
30894,3
3659,0
29860,3
2223,1
7374,2
33832,3
5312,0
23856,3
308,0
12857,0
7604,0
1185,0
79,0
28869,3
33562,3
28067,3
12984,0
3336,1
22754,3
23434,3
31540,3
16912,3
13611,1
16517,3
25608,3
30302,3
31925,3
20975,3
11548,0
29349,3
24856,3
32717,3
32426,3
28708,3
18423,3
17064,3
29123,3
17747,3
9833,2
20427,3
17061,3
24355,3
22813,3
2691,1
20167,3
10203,2
7569,0
31046,3
155,1
977,0
33402,3
26932,3
2930,2
28571,3
8657,0
27685,3
6477,0
14893,0
24210,3
3545,0
15350,2
9363,0
13772,0
17639,3
27480,3
24299,3
2530,0
33617,3
9442,0
5802,0
32832,3
21729,3
12516,0
26446,3
8634,2
16816,3
16373,3
25652,3
16618,3
20326,3
12109,0
3542,1
27910,3
33029,3
20055,3
6727,0
8773,0
8256,0
16014,1
5794,0
9002,2
16,1
10305,0
24752,3
19234,3
6869,1
26792,3
12567,0
25351,3
17282,3
25585,3
30729,3
18357,3
4870,0
30024,3
29273,3
9371,0
29183,3
24724,3
10815,0
16335,3
13634,0
10304,2
27302,3
19976,3
3551,2
3865,2
31123,3
1227,0
26260,3
30753,3
1325,0
28725,3
25997,3
13383,1
12788,0
10042,0
21063,3
12953,1
32701,3
6274,0
3608,0
24152,3
25690,3
17155,3
27529,3
15881,0
20067,3
13310,2
30225,3
23008,3
14227,0
22016,3
5825,2
5929,1
1899,2
20436,3
7840,0
27786,3
20720,3
13623,0
23725,3
6754,2
5134,0
5453,2
29918,3
5892,1
25708,3
29617,3
18118,3
26285,3
24371,3
18088,3
8825,1
15599,2
21830,3
22909,3
19583,3
23138,3
6751,0
26177,3
32302,3
16347,3
33455,3
22153,3
10432,0
28816,3
4657,0
8510,0
30464,3
21343,3
1085,0
2911,0
34234,3
8928,0
32221,3
12738,2
23110,3
13690,1
32991,3
9124,2
249,0
14148,0
6419,1
29804,3
31586,3
672,0
13713,2
31774,3
31988,3
18127,3
5373,0
24137,3
12693,2
7749,0
31209,3
27626,3
24565,3
20753,3
17362,3
11563,0
11197,1
12510,0
22270,3
13581,1
10463,2
14669,2
18529,3
19277,3
10021,0
33632,3
13277,0
6510,0
20418,3
33288,3
5316,0
17182,3
28302,3
10771,0
6144,0
33856,3
18194,3
24791,3
24433,3
4154,0
26857,3
15809,1
26931,3
2275,0
33209,3
1479,1
2414,0
25768,3
9724,0
12918,0
26894,3
3353,0
16239,0
8259,2
177,1
5981,0
19546,3
20549,3
19208,3
6331,2
2272,1
22660,3
30211,3
19148,3
22825,3
29010,3
7417,0
32103,3
30264,3
25617,3
10720,0
14931,1
3819,1
10698,0
8525,2
28498,3
28559,3
6725,0
4427,1
32807,3
33676,3
28739,3
7354,1
16605,3
11256,0
1683,1
26834,3
2106,0
11242,0
12231,0
16538,3
23935,3
4164,0
57,2
19093,3
10662,0
9784,0
3232,0
16503,3
26762,3
33988,3
14069,0
16450,3
14481,1
6669,0
33755,3
5033,0
5259,0
1552,0
380,2
23801,3
16171,0
25884,3
7904,0
16770,3
17469,3
18234,3
2733,0
15124,0
29074,3
1495,0
8587,0
6795,0
7006,1
15475,2
33156,3
342,0
7471,0
15770,0
29841,3
28617,3
29839,3
29696,3
4510,0
32466,3
30102,3
1945,0
18006,3
9078,0
17944,3
22182,3
3467,2
29098,3
3203,0
2782,1
16232,0
26054,3
18456,3
8568,2
6819,0
10163,2
6474,2
26868,3
7956,0
26921,3
8862,0
17780,3
26104,3
31274,3
7023,1
27692,3
14858,0
18701,3
28867,3
19651,3
4216,1
13922,1
17165,3
15400,0
20112,3
23602,3
3565,1
30010,3
12883,0
6607,2
2419,0
4728,0
9641,2
27348,3
18708,3
16367,3
20256,3
33067,3
24918,3
16507,3
11561,0
19450,3
14319,0
25244,3
3967,2
11741,0
19890,3
9659,0
10753,0
20163,3
2539,0
20429,3
8656,0
8821,2
12888,0
23333,3
25676,3
18026,3
7977,0
6862,2
27728,3
33989,3
33881,3
25337,3
21040,3
13815,0
4988,2
15089,2
25185,3
13617,0
13486,0
11737,2
24111,3
10780,0
9418,1
5071,0
13553,0
26284,3
20024,3
24050,3
28342,3
18405,3
29426,3
9565,0
27553,3
33246,3
21158,3
19181,3
17517,3
4960,1
20684,3
24990,3
21198,3
24372,3
22556,3
32531,3
32107,3
12016,0
24187,3
21093,3
17400,3
14720,0
2005,0
31820,3
23589,3
5925,1
26990,3
9187,0
16754,3
3536,0
15932,1
12488,1
2270,1
15602,0
20270,3
10190,0
18180,3
24119,3
9780,1
21123,3
14174,2
23096,3
875,2
12136,0
13550,1
55,2
33022,3
4620,0
10612,0
17709,3
2477,0
30198,3
3341,1
3975,2
16486,3
29818,3
19854,3
228,0
22888,3
33566,3
21723,3
1142,0
28199,3
14354,0
18775,3
18532,3
15128,1
12384,0
29990,3
21902,3
24694,3
33483,3
8126,0
27905,3
10531,1
16129,0
23018,3
5696,2
12393,2
12265,2
10891,0
31314,3
10744,2
32148,3
23526,3
22373,3
1674,0
8257,0
15272,0
23000,3
20149,3
27449,3
14885,0
638,0
21740,3
14076,0
31231,3
2811,0
24681,3
1550,0
12302,0
34160,3
18567,3
28687,3
653,0
25968,3
33307,3
6576,0
33798,3
28795,3
3846,0
26968,3
31040,3
4281,2
23988,3
1538,1
25162,3
25022,3
12701,1
24322,3
1207,0
1138,1
11408,0
565,0
31165,3
13668,1
6630,1
11163,0
3663,0
14810,1
16498,3
31860,3
14681,0
33741,3
6476,1
13394,0
32233,3
12030,1
7435,0
27623,3
17718,3
18618,3
3618,2
16865,3
26856,3
17693,3
7207,0
14981,0
15732,1
1574,0
30586,3
18578,3
19702,3
2109,0
7998,0
21633,3
20694,3
467,1
2369,0
18410,3
2244,2
9985,0
19346,3
24761,3
31551,3
1401,0
4804,1
28348,3
10091,1
6534,0
26348,3
24080,3
9878,0
7954,1
28318,3
8648,1
21064,3
21840,3
17073,3
17669,3
30978,3
15344,0
9094,0
16774,3
31990,3
31094,3
19091,3
2255,0
11687,1
10373,0
31384,3
10670,1
28837,3
19645,3
13848,0
4985,2
4705,0
632,0
19817,3
21452,3
20398,3
9696,0
22374,3
29286,3
31387,3
6575,0
22453,3
20841,3
1803,0
13097,1
33353,3
22519,3
33271,3
24952,3
13380,0
14880,0
12317,0
5757,0
22407,3
8882,0
27605,3
11299,0
23632,3
12804,0
3531,0
22138,3
2032,0
4384,0
28624,3
26904,3
22356,3
3813,0
9680,0
30940,3
32113,3
31322,3
32796,3
27664,3
18511,3
26315,3
16165,2
3826,2
12240,0
30359,3
17572,3
7924,0
21808,3
22565,3
5329,1
29154,3
8175,1
23839,3
21470,3
27272,3
10252,0
1628,1
2954,0
7365,0
16681,3
2075,0
14961,0
12340,0
1175,2
7722,2
21711,3
19707,3
15505,0
28027,3
15537,0
7907,1
6818,0
18419,3
15655,1
12892,1
21779,3
20726,3
15744,0
5031,1
15174,2
13747,0
22320,3
3319,0
33729,3
15832,0
30804,3
18586,3
1737,0
13963,0
33335,3
24811,3
543,0
8765,0
2698,0
24852,3
18418,3
3280,2
11270,0
31143,3
745,0
5171,1
1801,0
10602,0
23695,3
4785,0
3162,1
10079,0
30690,3
28776,3
8039,0
18786,3
31363,3
9293,1
33138,3
27977,3
3825,0
15501,0
7797,2
7404,0
18946,3
32023,3
21245,3
17258,3
10615,1
30553,3
26941,3
26477,3
5003,0
21034,3
12551,1
6395,0
15877,0
21238,3
18263,3
31284,3
28237,3
11754,0
7307,1
9424,0
23263,3
32126,3
24030,3
32291,3
2488,0
3571,0
11489,0
33320,3
8428,1
9115,0
14490,1
33342,3
19694,3
16050,1
18535,3
12732,0
8409,0
9299,0
20216,3
8767,0
4536,0
2187,1
1930,0
1866,0
24840,3
15779,1
4837,1
21363,3
26074,3
33823,3
4062,0
32067,3
21212,3
12417,0
569,2
9341,0
33250,3
25986,3
29501,3
18292,3
3439,1
33115,3
27159,3
14288,2
7363,0
18108,3
23825,3
18920,3
13064,2
5352,0
17826,3
31279,3
34060,3
29300,3
6488,0
20341,3
11267,0
33974,3
8435,0
14964,0
19789,3
23897,3
11864,0
13270,0
11334,0
29856,3
21066,3
15241,2
8410,0
14797,2
5798,0
265,0
180,0
32492,3
22217,3
31249,3
1768,0
27304,3
14377,0
30429,3
28387,3
14646,0
9127,0
26253,3
28810,3
12464,0
33717,3
19751,3
23870,3
19076,3
19299,3
30723,3
3856,1
8858,0
15013,1
31761,3
29119,3
2618,0
7017,0
19419,3
3166,0
7798,0
5844,0
14389,0
4579,0
1586,0
5442,1
9622,1
2906,0
31333,3
29873,3
21594,3
20748,3
22875,3
22220,3
7348,2
14898,2
34130,3
1425,1
27033,3
13230,0
28817,3
17221,3
19145,3
5463,0
23228,3
25198,3
4461,1
27208,3
22577,3
24097,3
17971,3
12328,0
16490,3
30058,3
17253,3
29866,3
16714,3
23492,3
21200,3
16973,3
3345,0
876,1
12535,0
9351,1
15707,0
9273,2
10274,0
33034,3
5919,1
10749,1
29850,3
24139,3
25254,3
13631,0
2057,1
26767,3
30665,3
5930,0
25387,3
14266,0
28507,3
27532,3
8396,0
13212,1
29980,3
5832,0
25965,3
29889,3
28423,3
27000,3
21875,3
4906,0
22290,3
16979,3
4532,1
11403,0
3300,0
20514,3
33290,3
23481,3
19861,3
20740,3
25923,3
2912,1
9262,1
9186,1
11507,0
26998,3
31801,3
15498,1
29951,3
8284,2
19365,3
18963,3
27436,3
17986,3
18319,3
27209,3
23795,3
17674,3
20509,3
22454,3
32153,3
429,1
9476,0
21661,3
22145,3
6573,0
375,0
13868,1
11540,0
480,0
13844,2
17110,3
29125,3
14302,0
6422,0
6502,0
14033,1
31320,3
5424,0
3160,2
13182,0
4928,0
11030,0
10528,1
30958,3
13680,0
1329,2
16884,3
28189,3
21117,3
2774,0
11202,0
4618,0
13606,0
256,2
6173,1
10303,1
11898,0
27090,3
33035,3
31339,3
24066,3
28377,3
6329,0
28120,3
10510,0
14507,1
13621,0
15306,1
20072,3
100,2
16391,3
4941,0
8364,0
11053,1
20528,3
1648,2
31341,3
25441,3
9053,2
2368,1
16610,3
26311,3
964,2
33364,3
1257,0
35,0
10569,2
12951,1
18550,3
28192,3
7853,0
9329,2
6357,0
31243,3
30135,3
23386,3
6627,1
5877,0
3060,0
3031,0
26971,3
26432,3
9345,0
22763,3
32038,3
10797,0
20498,3
22192,3
8452,2
24092,3
19619,3
24325,3
21124,3
5153,2
28777,3
1344,2
33409,3
28230,3
2835,0
2819,0
23784,3
21965,3
1963,0
13636,0
4554,0
28606,3
34142,3
28775,3
23900,3
32606,3
14663,0
13908,1
14347,1
23548,3
11717,0
18639,3
23258,3
4145,0
7221,1
8671,0
6379,1
6152,0
29240,3
7713,1
24471,3
10344,0
1053,0
6128,0
2966,0
10490,0
966,0
17891,3
1798,2
14800,0
20129,3
28668,3
29214,3
20685,3
14626,0
4315,0
28558,3
24708,3
2045,1
3290,0
28688,3
2024,0
31970,3
2155,1
24876,3
12756,0
28220,3
15606,0
24657,3
29448,3
10085,0
29029,3
29215,3
8696,0
22819,3
1457,1
10548,0
32471,3
15810,2
9238,0
33555,3
7128,0
21491,3
32043,3
9958,0
15840,0
5547,0
12462,2
18305,3
25604,3
5842,0
3117,0
9949,0
9264,0
24766,3
13275,0
1571,0
517,0
16120,1
7387,1
2078,1
5576,1
5311,1
9657,0
9853,0
28735,3
3481,0
7154,0
12609,0
17490,3
3947,0
21287,3
3443,0
12149,0
12798,0
9824,1
28486,3
7273,0
1947,0
9924,0
21341,3
12565,0
28104,3
10248,0
9557,0
23318,3
32986,3
563,1
18607,3
8095,2
20631,3
34141,3
16474,3
23239,3
4055,1
18729,3
13873,0
7465,1
5059,2
25112,3
25197,3
13003,0
28831,3
26145,3
27980,3
28188,3
21590,3
12957,0
18783,3
15258,0
32600,3
31432,3
15112,1
32392,3
25686,3
17897,3
33492,3
16560,3
5256,0
32907,3
21234,3
422,0
32456,3
18362,3
9845,2
14982,2
25245,3
8887,0
3127,0
26100,3
25490,3
33986,3
14189,1
27289,3
4824,0
3563,0
5812,2
5881,0
11776,0
2285,2
6697,1
8326,1
32571,3
16773,3
11804,0
3382,0
27784,3
31618,3
21988,3
6396,0
9004,2
13333,0
20027,3
10526,1
12044,0
5375,0
10786,2
13397,0
27755,3
10225,0
23079,3
15611,0
22894,3
19431,3
5337,0
4103,0
20881,3
11490,0
32591,3
13180,0
26604,3
5982,0
14596,2
28633,3
1996,1
10283,0
2243,0
5662,0
3725,2
28823,3
4277,0
29000,3
18414,3
13992,0
12319,0
27964,3
27454,3
16304,3
2135,0
11865,0
14952,2
25777,3
6664,0
18488,3
33472,3
9566,1
7251,1
32604,3
33018,3
11781,1
17871,3
15561,0
14191,0
24213,3
13392,1
13130,0
32479,3
2096,0
15834,1
17307,3
23946,3
1275,1
19511,3
26010,3
20291,3
15631,0
16584,3
3052,0
12908,2
21425,3
24550,3
34046,3
6373,0
2600,2
24164,3
14005,0
3958,0
1739,1
602,0
34243,3
5362,0
21330,3
1449,2
22735,3
1607,0
31444,3
4026,2
31289,3
4626,0
11480,1
30782,3
22567,3
1908,1
15916,0
12647,0
33216,3
12575,2
28964,3
18267,3
11679,1
4414,0
32019,3
6762,2
24059,3
7078,0
13896,1
3223,0
27986,3
14286,1
6302,0
26636,3
2130,0
206,1
13370,0
1030,0
12846,0
10265,1
25476,3
26184,3
26277,3
20555,3
24598,3
12268,2
14901,0
24051,3
32916,3
2097,0
8400,0
10336,0
22557,3
2395,1
6,0
14388,2
33754,3
29994,3
3130,1
12854,0
12653,2
5494,0
13163,0
2690,0
30702,3
21890,3
12125,0
26840,3
7077,0
18932,3
13600,0
21284,3
21975,3
3950,1
23218,3
18112,3
1707,2
24095,3
817,0
24775,3
30197,3
23240,3
6181,0
32899,3
30286,3
1305,2
12852,0
11419,0
4802,0
32685,3
15458,2
29367,3
7971,0
9223,0
8736,0
3209,2
27384,3
2494,1
15396,0
25518,3
23729,3
29293,3
14549,0
1349,0
31798,3
436,0
33264,3
13845,2
19766,3
8354,1
25074,3
19668,3
9877,1
17652,3
4713,0
33361,3
5719,0
14329,2
10851,0
5214,0
25242,3
32484,3
32670,3
25959,3
21658,3
7424,2
23905,3
15758,0
13430,2
29255,3
1043,0
5195,0
28391,3
28896,3
9247,1
25418,3
7606,2
18115,3
13013,0
457,2
11095,0
22228,3
1240,0
5879,2
10630,0
4891,1
17015,3
16673,3
1518,2
23194,3
29369,3
13610,2
31838,3
34107,3
16482,3
21047,3
16954,3
20533,3
20285,3
13238,0
31466,3
27695,3
15503,1
20541,3
2449,0
3321,0
23516,3
22568,3
16157,0
21308,3
32947,3
22583,3
19280,3
9542,0
23659,3
11841,0
17875,3
9977,1
33688,3
7856,0
4025,0
12477,2
20187,3
18424,3
13741,0
26291,3
19354,3
11659,0
2689,0
31626,3
10774,0
27533,3
33553,3
28026,3
28112,3
31159,3
6655,0
28029,3
22251,3
15246,0
8097,0
15389,0
16179,0
14976,0
23471,3
8173,2
7816,2
21448,3
21827,3
18282,3
1887,1
18042,3
12773,2
7410,0
5647,0
25537,3
16249,0
15072,2
29926,3
22762,3
11341,0
3050,0
25765,3
32225,3
6873,0
3487,1
13601,0
13900,1
19911,3
25385,3
3922,0
10012,0
30262,3
15694,0
18669,3
11770,1
19528,3
4114,1
33918,3
3677,0
9944,0
10735,0
30373,3
24393,3
18773,3
8804,0
1633,1
30887,3
5878,0
25852,3
24986,3
21122,3
16882,3
27579,3
16317,3
30345,3
4100,1
31834,3
9861,0
33397,3
29470,3
12933,1
4514,2
31412,3
28632,3
3431,0
21007,3
6903,0
9754,2
507,0
12019,0
7069,2
19475,3
11183,0
18496,3
8593,1
7552,2
12916,0
17119,3
13298,0
34040,3
4890,0
1469,0
32206,3
5370,0
3687,0
32983,3
20544,3
23792,3
18765,3
24632,3
7774,2
31365,3
22488,3
8079,0
34017,3
16069,1
8345,1
16935,3
17720,3
26654,3
34023,3
24408,3
19780,3
29853,3
3314,0
24959,3
5271,0
8524,0
16027,0
3140,0
2763,2
29660,3
30114,3
25076,3
16404,3
23849,3
14283,1
14506,1
3393,0
8077,0
7867,0
22864,3
24256,3
14741,0
27999,3
16793,3
25904,3
13501,0
12183,0
24592,3
24041,3
19264,3
33314,3
32047,3
16015,0
13463,1
11823,1
26870,3
29756,3
28160,3
27937,3
11086,0
19126,3
2193,2
27774,3
8708,1
15805,0
18498,3
11000,1
28337,3
11863,2
2302,0
23447,3
15675,0
5315,0
21183,3
17013,3
20057,3
1194,1
31500,3
12416,2
15754,0
11429,0
27834,3
4443,0
29038,3
9459,0
31128,3
19312,3
6286,0
12712,0
30928,3
24205,3
2750,2
33457,3
33297,3
11571,0
28749,3
30279,3
32234,3
21188,3
26728,3
16235,0
31622,3
10307,1
3912,0
3346,1
599,2
4422,1
7037,2
25067,3
26471,3
20251,3
33805,3
2222,0
22990,3
21544,3
4099,0
3802,1
23268,3
8426,1
5661,1
13736,1
335,1
13289,1
23302,3
32553,3
6884,1
28058,3
27347,3
27638,3
28612,3
20883,3
18839,3
22146,3
31003,3
16866,3
10270,2
7825,0
1957,0
18396,3
33902,3
13752,0
17844,3
23030,3
1201,0
1953,0
29166,3
32724,3
31171,3
16975,3
24190,3
30494,3
24375,3
14994,0
24609,3
16152,1
21931,3
24573,3
19260,3
20634,3
23607,3
15929,0
28674,3
15192,0
33233,3
21619,3
22489,3
5559,2
16688,3
25325,3
1096,1
12975,0
9534,2
24179,3
19391,3
26068,3
27368,3
2451,0
1789,0
16094,0
32304,3
22389,3
33785,3
14785,3
8723,1
16096,0
5187,0
21297,3
25099,3
12508,0
9331,2
19201,3
13782,0
32295,3
14192,2
6005,0
11736,0
27369,3
20537,3
24940,3
15463,0
12491,0
9984,0
20076,3
12546,0
10996,0
5014,1
5884,0
15592,1
13682,1
18510,3
20941,3
21430,3
13110,2
2144,0
18036,3
8808,0
19973,3
32843,3
21037,3
2521,0
5746,0
3599,0
32970,3
29220,3
5231,0
3891,0
17053,3
26310,3
26204,3
3657,2
778,0
26482,3
16141,0
21378,3
26993,3
33943,3
5446,1
18033,3
18248,3
15310,1
15479,0
5363,1
17930,3
8114,0
24715,3
16729,3
18879,3
18658,3
28701,3
22808,3
16874,3
5324,1
23136,3
7807,2
595,2
954,0
20311,3
28169,3
16798,3
28745,3
29217,3
4921,0
13352,0
11180,2
4565,0
15736,1
4720,2
34218,3
18832,3
31472,3
21271,3
30838,3
17659,3
9811,1
14916,2
6487,0
10168,0
852,0
23339,3
14128,1
17097,3
30557,3
20162,3
28394,3
22114,3
11960,0
29295,3
21281,3
13432,1
28886,3
23553,3
2926,1
33579,3
14730,2
879,0
33456,3
23260,3
4810,1
13850,0
34043,3
12253,0
18589,3
12596,0
28835,3
23038,3
13362,1
12502,0
16457,3
8321,0
13061,0
29410,3
18715,3
5918,1
21602,3
4019,1
9062,2
17429,3
15600,1
2720,2
2933,1
7983,1
9185,0
5498,0
28936,3
14080,0
26249,3
32769,3
29507,3
7636,0
16295,3
21703,3
14381,0
5007,0
20871,3
2634,1
19002,3
25148,3
32766,3
27766,3
26347,3
7640,0
22404,3
10682,0
11123,2
15598,0
8194,0
4221,0
17264,3
32069,3
33536,3
11843,1
13405,0
5562,0
16411,3
16826,3
28845,3
11407,0
28501,3
6372,0
67,0
554,0
7390,0
17448,3
17643,3
30156,3
27556,3
10811,0
29427,3
30291,3
32620,3
14058,1
23349,3
7989,0
15841,0
5065,0
28512,3
15088,1
18429,3
14811,1
29973,3
32183,3
22622,3
31256,3
26075,3
23426,3
22033,3
20899,3
13543,0
32100,3
8848,0
3670,0
5162,0
