id,name,text,label
25234,"""In the Line of Fire""","1993 films;Films directed by Wolfgang Petersen;Castle Rock Entertainment films;Columbia Pictures films;1990s action films;1990s thriller films;Action thriller films;Political thriller films;Films set in Washington, D.C.;United States Secret Service;Films about the John F. Kennedy assassination;Films shot anamorphically;",3
19608,"""Secret Cutting""",2000 television films;Canadian television films;American television films;English-language films;Drama films;,3
23994,"""An Eye for an Eye  """,1981 films;1980s action films;Martial arts films;American films;Police detective films;English-language films;Independent films;,3
16623,"""Dangerous Liaisons""",1988 films;American drama films;1980s drama films;English-language films;Films based on novels;Films based on Pierre Choderlos de Laclos works;Films based on plays;Films directed by Stephen Frears;Films whose art  won the Best Art Direction Academy Award;Films whose 1 won the Best Adapted Screenplay Academy Award;Romantic period films;Warner Bros. films;,3
26515,"""J. D.'s Revenge""",1976 films;American films;Blaxploitation films;English-language films;1970s horror films;Supernatural horror films;Films shot in New Orleans;,3
32910,"""Robosapien: Rebooted """,2009 films;American films;English-language films;,3
23802,"""Two for the Seesaw """,1962 films;Drama films;American films;English-language films;Films directed by Robert Wise;,3
17879,"""Mrs. Soffel""",1984 films;American films;Drama films;English-language films;Prison films;Romantic period films;Pittsburgh in film and television;Films directed by Gillian Armstrong;,3
25255,"""Space Mutiny""",1988 films;Space adventure films;Mystery Science Theater 3000 films;Action International Pictures;Cinema of South Africa;South African films;English-language films;,3
27558,"""Primer """,2004 films;Sundance Film Festival award winners;Alfred P. Sloan Prize winners;Independent films;Time travel films;ial debut films;Films shot in Super 16;Films shot in Texas;American science fiction films;,3
28605,"""Hello Out There""",1941 plays;American plays;1949 films;Films directed by James Whale;Unreleased films;American films;English-language films;Short films;,3
17276,"""Fearless  """,1993 films;Films directed by Peter Weir;American drama films;1990s drama films;English-language films;Warner Bros. films;,3
17439,"""Raising Arizona""",1987 films;Criminal comedy films;1980s comedy films;Road ;American comedy films;Films directed by the Coen brothers;English-language films;Films set in Arizona;,3
20791,"""Stevie (2002 """,English-language films;Films set in Illinois;,3
26876,"""Dead Man on Campus""",1998 films;1990s comedy films;American comedy films;Black comedy films;English-language films;Films about suicide;Films based on urban legends;,3
14158,"""Michael Grais""",Living people;American screens;,1
23393,"""Jasper and the Haunted House""",1942 films;Animated films;Short films;American films;,3
33234,"""Love's Abiding Joy""",2006 television films;Love Comes Softly (TV film series);Christian films;American films;English-language films;,3
8315,"""Cristina Raines""",1952 births;Living people;American film actors;American television actors;People from Manila;,0
12924,"""Frederick Hazlitt Brennan""",1901 births;1962 deaths; who committed suicide;Suicides by firearm in the United States;American screens;Suicides in California;Deaths by firearm in California;,1
3823,"""Alan Price""",1942 births;Living people;English actors;English singer-songs;English keyboardists;People from County Durham;The Animals members;,1
31077,"""The Second Victory""",1959 films;British films;English-language films;Drama films;,3
32615,"""Li'l Abner  """,Musical fantasy films|Li'l Abner;American films;1959 films;,3
15464,"""Ira Levin""","1929 births;2007 deaths;American novelists;American dramatists and playwrights;American crime fiction ;American mystery ;American horror ;Edgar Award winners;Jewish American ;New York University alumni;People from the Bronx;People from New York City;People from Wilton, Connecticut;Deaths from myocardial infarction;Horace Mann School alumni;Prometheus Award winning authors;",1
1069,"""C. S. Forester""","1899 births;1966 deaths;English novelists|Forester, C.S.;English historical novelists|Forester, C.S.;Old Alleynians|Forester, C.S.;Nautical historical novelists|Forester, C.S.;Alumni of King's College London; of historical fiction set in Modern Age|Forester, C.S.;",1
9472,"""Robert Young ""","1907 births;1998 deaths;Actors who attempted suicide;Deaths from respiratory failure;Burials at Forest Lawn Memorial Park (Glendale);Irish-Americans;People from Los Angeles, California;",0
18717,"""The Buffalo Creek Flood: An Act of Man""",1975 films;American films;English-language films;American documentary films;Short films;,3
24838,"""Master and Commander: The Far Side of the World""",2003 films;2000s adventure films;American films;Napoleonic Wars films;Seafaring films;Films based on military novels;Films directed by Peter Weir;Films set in the 1800s;Films shot in Super 35;Films whose cinematographer won the Best Cinematography Academy Award;20th Century Fox films;Miramax films;Universal Pictures films;,3
14832,"""Anna Levine""",1955 births;American film actors;American television actors;Living people;People from New York City;Jewish actors;American Jews;,0
22977,"""Pulse (2006 """,2006 films;American horror films;English-language films;Film remakes;Films shot in Super 35;The Weinstein Company films;Paramount films;Ghost films;Psychological thriller films;2000s horror films;,3
31310,"""The Monkey's Mask""",2000 films;Australian thriller films;2000s thriller films;English-language films;Lesbian-related films;Detective films;Films based on poems;,3
15760,"""Francis Ford Coppola""","American film ;American screens;BAFTA winners (people);Best Adapted Screenplay Academy Award winners;Best  Academy Award winners;Best  Golden Globe winners;Best Original Screenplay Academy Award winners;Coppola family members;English-language film ;Hofstra University alumni;Italian-American film ;New York Military Academy alumni;People from Detroit, Michigan;People from Long Island;University of California, Los Angeles alumni;Viticulturists;Golden Orange Honorary Award winners;",1
29351,"""Trance """,1998 films;Direct-to-video films;1990s horror films;Erotic films;Independent films;American films;English-language films;Mummy films;Monster ;,3
10962,"""Antony Sher""",Actors awarded British knighthoods;Alumni of Manchester Metropolitan University;Alumni of the Webber Douglas Academy of Dramatic Art;British dramatists and playwrights;British film actors;British memoirists;British novelists;British screens;British stage actors;British television actors;British television ;English Jews;Gay actors;Gay ;Jewish actors;Knights Commander of the Order of the British Empire;LGBT Jews;LGBT people from South Africa;Living people;Olivier Award winners;People from Cape Town;Royal National Theatre Company members;Royal Shakespeare Company members;Shakespearean actors;South African Jews;South African stage actors;,1
4112,"""Craig Brewer""",American film ;Living people;,2
30193,"""I Wanna Hold Your Hand """,Tributes to The Beatles;1978 films;Teen comedy films;Comedy films;American films;Films directed by Robert Zemeckis;Universal Pictures films;Films set in the 1960s;English-language films;,3
33728,"""The Texan Meets Calamity Jane""",1950 films;American films;Columbia Pictures films;English-language films;Western films;,3
8136,"""SaRenna Lee""","1971 births;Living people;American female adult models;American porn stars;People from Jacksonville, Florida;People from Winchester, Virginia;Female porn stars;",0
16025,"""John Sullivan """,1946 births;Living people;English television composers;English television ;Officers of the Order of the British Empire;People from Balham;,1
26338,"""Get Out and Get Under""",1920 films;1920s comedy films;Silent short films;American silent films;English-language films;Black and white films;Films directed by Hal Roach;,3
21983,"""Cat People  """,1942 films;Film noir;1940s horror films;RKO films;Romance films;Supernatural thriller films;United States National Film Registry films;Fictional werecats;English-language films;Black and white films;B ;Films directed by Jacques Tourneur;,3
8444,"""Peter Jackson""",BAFTA winners (people);Best Adapted Screenplay Academy Award winners;Best  Academy Award winners;Best  Golden Globe winners;Companions of the New Zealand Order of Merit;New Zealand film ;New Zealand film producers;New Zealand screens;People from Wellington;Producers who won the Best Picture Academy Award;,1
18306,"""And God Created Woman  """,1988 films;1980s drama films;American drama films;English-language films;Comedy-drama films;1980s romantic comedy films;Romantic drama films;Independent films;,3
17904,"""Race with the Devil""",1975 films;American films;English-language films;1970s action films;1970s horror films;Chase films;Supernatural horror films;,3
11237,"""Oscar Quitak""",British television actors;,0
32956,"""Sunrise Over Tiananmen Square""",1998 films;Canadian films;English-language films;Canadian documentary films;National Film Board of Canada productions;Historical documentaries;Short documentaries;,3
28884,"""Hedda """,1975 films;Drama films;Films directed by Trevor Nunn;,3
6737,"""Minnie Driver""",1970 births;Alumni of the Webber Douglas Academy of Dramatic Art;English people of Italian descent;English people of Irish descent;English people of Scottish descent;English people of French descent;English actor-singers;English female singers;English film actors;English songs;English television actors;Living people;Old Bedalians;London actors;English people of French descent;Italian British musicians;Italian British actors;,1
19648,"""Bendito infierno""",2001 films;Mexican films;Spanish films;Comedy films;Spanish-language films;English-language films;French-language films;Latin-language films;,3
1117,"""Glyn Jones""",South African actors;South African screens;South African dramatists and playwrights;Living people;Year of birth missing (living people);,1
31,"""Jack Palance""","1919 births;2006 deaths;American film actors;American military personnel of World War II;American stage actors;American television actors;Best Supporting Actor Academy Award winners;Best Supporting Actor Golden Globe  winners;Pennsylvania actors;People from Luzerne County, Pennsylvania;Ukrainian-Americans;Spaghetti Western actors;Stanford University alumni;Ukrainian-Americans;Ukrainian Greek Catholics;Western film actors;",0
24789,"""See This """,2005 films;,3
13740,"""Barry Levy""","American screens;Jewish American ;People from Middlesex County, Massachusetts;University of Southern California alumni;Washington University in St. Louis alumni;American Jews;",1
9708,"""Robert Rockwell""","1920 births;People from Chicago, Illinois;American film actors;American television actors;",0
2202,"""Reginald Berkeley """,1881 births;1930s deaths;English dramatists and playwrights;English screens;English novelists;People from London;,1
27117,"""Annapolis """,2006 films;American films;2000s drama films;English-language films;Touchstone Pictures films;Films set in Maryland;,3
3374,"""Kevin Connolly""",1974 births;Irish-Americans;American child actors;American film actors;American film ;American television actors;Living people;New York actors;People from Long Island;,2
11830,"""Malcolm Mowbray""",British film ;British screens;British television ;,1
11550,"""Barry Levinson""","1942 births;American film ;American television ;American University alumni;Best  Academy Award winners;Jewish American film ;Living people;People from Baltimore, Maryland;",2
7175,"""Lila Leeds""","American film actors;Kansas actors;People from Dodge City, Kansas;1928 births;1999 deaths;",0
7632,"""Kristin Booth""","1974 births;Living people;Canadian film actors;People from Kitchener, Ontario;",0
8008,"""Peter Wingfield""","Alumni of Brasenose College, Oxford;Alumni of the Medical College of St Bartholomew's Hospital;Trampolinists;Welsh film actors;Welsh television actors;",0
33561,"""User:Vgoodperson/Head Trips )""",1980s pornographic films;1984 films;American films;Direct-to-video films;English-language films;Gay pornographic films;,3
11046,"""Jack Nicholson""","Actors Studio alumni;American film actors;American Roman Catholics;Dutch Americans;Irish-Americans;English Americans;BAFTA winners (people);Best Actor Academy Award winners;Best Drama Actor Golden Globe  winners;Best Supporting Actor Academy Award winners;Grammy Award winners;Kennedy Center honorees;The Monkees;New Jersey actors;New York actors;People from Monmouth County, New Jersey;People from Manhattan;",0
4512,"""Richard Grieco""","1965 births;Living people;American male singers;American male models;American soap opera actors;American television actors;American voice actors;People from Watertown, New York;",0
8124,"""Jean Rouverol""",American actors;American screens;American soap opera ;American ;Hollywood blacklist;,1
24892,"""Bang Bang Kid""",1967 films;,3
16985,"""Whispering City""",1947 films;Film noir;English-language films;,3
2631,"""Cal Macaninch""",1969 births;Living people;Scottish actors;,0
15672,"""Jane Campion""","1954 births|Campion, Jane;Best Original Screenplay Academy Award winners|Campion, Jane;César Award winners|Campion, Jane;Living people|Campion, Jane;New Zealand film |Campion, Jane;Female film |Campion, Jane;Film ;Australians of New Zealand descent|Campion, Jane;People from Wellington|Campion, Jane;",2
25899,"""Mobsters and Mormons""",2005 films;Films shot in Utah;Latter Day Saint cinema;,3
30431,"""Monsters, Inc.""",2001 films;American films;Manga series;Films featuring anthropomorphic characters;Best Song Academy Award winners;English-language films;Computer-animated films;Monster ;Pixar feature films;Tokyopop titles;,3
6427,"""Virginia O'Brien""","American film actors;American female singers;Irish-Americans;American singers;People from Los Angeles, California;1919 births;",0
26650,"""Guarding Tess""",1994 films;American films;English-language films;Comedy thriller films;TriStar films;Films directed by Hugh Wilson;,3
16417,"""Bugs Bunny: Superstar""",1976 films;Looney Tunes films;American documentary films;English-language films;Package films;,3
6014,"""William Hudson """,People from California;American film actors;American television actors;,0
29671,"""I Dream Too Much""",American films;1935 films;Films directed by John Cromwell;Black and white films;English-language films;RKO films;,3
10784,"""Maila Nurmi""","American television personalities;Deaths from myocardial infarction;Finnish immigrants to the United States;Finnish Americans;Horror hosts;Naturalized citizens of the United States;People from Ashtabula, Ohio;American film actors;",0
14599,"""Giorgio Bassani""",1916 births;2000 deaths;Italian novelists;Italian poets;Jewish poets;Italian ;Italian Jews;Italian resistance members;People from Ferrara;People from Bologna;,1
24022,"""Stomp! Shout! Scream!""",2005 films;Beach party films;Monster ;Garage punk;Independent films| ;2000s comedy films;American films;,3
18514,"""Revolver """,2005 films;Films directed by Guy Ritchie;2000s crime films;Crime drama films;Gangster films;British drama films;French films;English-language films;,3
24792,"""Constellation ""","Culture of Huntsville, Alabama;2007 films;",3
22889,"""Calendar Leaves""",Short films;Canadian drama films;English-language films;2005 films;,3
16847,"""Wag the Dog""","1997 films;1990s comedy films;Political satire films;Films based on novels;Films set in Washington, D.C.;English-language films;Films about television;Films about elections;Films directed by Barry Levinson;",3
18636,"""The Bridges at Toko-Ri""",1954 films;American films;Aviation films;Drama films;English-language films;Films based on novels;Films that won the Best Visual Effects Academy Award;Korean War films;War films;Films directed by Mark Robson;Films about shot-down aviators;,3
15831,"""John Grisham""","1955 births;American thriller ;American novelists;Mississippi State University alumni;University of Mississippi alumni;Baptists from the United States;Living people;Members of the Mississippi House of Representatives;Mississippi lawyers; from Mississippi; from Arkansas; from Virginia;People from Jonesboro, Arkansas;People from Oxford, Mississippi;People from Charlottesville, Virginia;",1
22167,"""Goldrush: A Real Life Alaskan Adventure""",1998 films;American films;English-language films;Adventure films;Disney films;Romance films;,3
23674,"""Solar Attack""","science fiction films;2005 films;disaster films;2000s thriller films;Canadian films;English-language films;Films shot in Hamilton, Ontario;",3
24596,"""Jesus  """,1979 films;Christian missions;Films based on the Gospels;Films about religion;,3
1195,"""Don Ameche""","American film actors;American musical theatre actors;American radio actors;American Roman Catholics;American stage actors;Best Supporting Actor Academy Award winners;Italian-Americans;People from Kenosha, Wisconsin;Deaths from prostate cancer;Vaudeville performers;Wisconsin actors;Cancer deaths in Arizona;",0
22678,"""Polly of the Circus""",1932 films;American films;English-language films;Drama films;Black and white films;MGM films;Films directed by Alfred Santell;,3
31873,"""Wanted (2008 """,2008 films;American films;Russian films;2000s action films;Action thriller films;Fantasy adventure films;Films based on comics;Universal Pictures films;,3
20453,"""Cover Me  """,1995 films;Erotic thriller films;1990s thriller films;American films;English-language films;,3
31008,"""Batman and Robin (serial)""",1949 films;American films;English-language films;Batman films;Columbia Pictures film serials;Sequel films;Films directed by Spencer Gordon Bennet;,3
16228,"""Arturo Gil""",1960 births;Actors with dwarfism;American film actors;American television actors;Living people;,0
7440,"""James Drury""","1934 births;American businesspeople;American film actors;American television actors;Living people;People from California;People from Houston, Texas;People from New York City;People from Oregon;",0
10551,"""Willie D""","Living people;African American rappers;People from Houston, Texas;Musicians from Texas;Houston rap artists;",0
10140,"""Gail Parent""",American television producers;American screens;American television ;Women television ;American ;Emmy Award winners;,1
33440,"""An Eye for an Eye  """,1966 films;Western films;,3
30437,"""Exodus Decoded""",Documentary television films;Jewish history;,3
19617,"""1900 """,1976 films;20th Century Fox films;English-language films;Films directed by Bernardo Bertolucci;Films over five hours long;Films with a pedophile theme;French films;Italian films;Italian-language films;Paramount films;Films set in the 1900s;Films set in the 1910s;Films set in the 1920s;Films set in the 1930s;Films set in the 1940s;Romantic drama films;United Artists films;West German films;Films about fascists;1970s drama films;,3
13827,"""José Ramón Larraz""",Living people;Spanish film ;,2
1219,"""Anton Rodgers""",1933 births;2007 deaths;Alumni of LAMDA;English film actors;English stage actors;English television actors;Old Westminsters;People from Cambridgeshire;Italia Conti graduates;,0
4071,"""Juliet Prowse""","American dancers;American film actors;American musical theatre actors;American television actors;Naturalized citizens of the United States;Deaths from pancreatic cancer;People from Mumbai;People from Los Angeles, California;South African actors;South African dancers;1936 births;1996 deaths;Cancer deaths in California;",0
7695,"""G. I. Gurdjieff""",Year of birth missing;1949 deaths;Books by Gurdjieff;Russian philosophers;Russian spiritual ;Fourth Way;Western mystics;Russian Armenians;Armenian people;Spiritual teachers;Enneagram;Greek people;,1
13359,"""Paul Whitehouse""",1958 births;Alumni of the University of East Anglia;The Fast Show;Living people;People from Rhondda;Welsh actors;Welsh comedians;,0
30045,"""The Breaking Point  """,1950 films;American films;English-language films;Films based on Ernest Hemingway works;Films directed by Michael Curtiz;Film noir;,3
21366,"""Ode to Billy Joe """,1976 films;Films based on novels;1970s drama films;American films;English-language films;,3
12388,"""Adam Sandler""","American actor-singers;American comedians;American comedy musicians;American film actors;American Jews;American male singers;American musicians;American singers;American stand-up comedians;American television actors;American voice actors;Jewish actors;Jewish American musicians;Jewish comedians;Jewish comedy and humor;New Hampshire actors;New York actors;New York University alumni;People from Brooklyn;People from Manchester, New Hampshire;Worst Actor Razzie winners;",0
11099,"""Chesney Hawkes""",1971 births;Living people;English male singers;English songs;English actors;,1
22258,"""The Bride Wore Red""",1937 films;American films;English-language films;Black and white films;Comedy films;Drama films;Romance films;MGM films;Films directed by Dorothy Arzner;,3
20617,"""Our Wife  short)""",1931 films;Laurel and Hardy (film series);Buddy films;Comedy films;Black and white films;American films;English-language films;Films directed by James W. Horne;,3
23077,"""The Peace Tree""",Children's films;2005 films;Drama films;Canadian films;English-language films;,3
17241,"""Humanoids from the Deep""",1980 films;1980s horror films;Science fiction films;Eugenics;English-language films;Monster ;,3
10640,"""Cameron Watson""",1961 births;American film actors;American television actors;Living people;,0
28221,"""The Judge and Jake Wyler""",1972 television films;American television films;Drama films;Mystery films;NBC network shows;English-language films;,3
25488,"""Best of the Best 3: No Turning Back""",1996 films;Martial arts films;,3
11945,"""Brandon Call""",1976 births;American child actors;American film actors;American television actors;Living people;People from California;American crime victims;,0
8388,"""Gerard Christopher""",American film actors;American soap opera actors;American television actors;People from New York City;,0
7809,"""Guy de Maupassant""",French novelists;French short story ;People from Seine-Maritime;1850 births;1893 deaths;French fantasy ;19th-century French ;People of the Franco-Prussian War;,1
28277,"""Fingers  """,1970s drama films;1978 films;Films set in New York City;American films;English-language films;Films directed by James Toback;,3
3681,"""Carol Lynley""",American female models;American child actors;American film actors;American stage actors;American television actors;People from New York City;,0
9749,"""Jimmy Sangster""","1924 births|Sangster, Jimmy;Living people|Sangster, Jimmy;English screens|Sangster, Jimmy;English film |Sangster, Jimmy;",1
7819,"""Edward Atterton""",British actors;Living people;,0
3464,"""Frank Farrington""",1873 births;1924 deaths;American film actors;American silent film actors;,0
33074,"""Not Easily Broken""",2009 films;2000s drama films;American drama films;American films;English-language films;Drama films;Tragedy films;,3
1352,"""Beatrice Van""",American silent film actors;American screens;Nebraska actors; from Nebraska;1890 births;1983 deaths;Women screens;,1
17668,"""The Alien Encounters""",English-language films;Alien visitation films;1979 films;Canadian science fiction films;,3
10434,"""Sandro Continenza""",Italian screens;,1
11686,"""Drew Carey""","American game show hosts;American libertarians;American stand-up comedians;American television actors;Scottish-Americans;American soccer chairmen and investors;Kent State University alumni;Ohio actors;People from Cleveland, Ohio;The Price Is Right;United States Marines;",0
5604,"""Daniel Carson Goodman""",1881 births;1957 deaths;American screens;American film ;,1
32327,"""Children of Darkness""",1983 films;American films;English-language films;American documentary films;,3
7757,"""Charles G. Booth""",English screens;American screens;Best Story Academy Award winners;Edgar Award winners;1896 births;,1
32624,"""The Legend of Bagger Vance""","2000 films|Legend of Bagger Vance, The;20th Century Fox films|Legend of Bagger Vance, The;American films|Legend of Bagger Vance, The;Comedy-drama films|Legend of Bagger Vance, The;DreamWorks films|Legend of Bagger Vance, The;Films based on novels|Legend of Bagger Vance, The;Golf films|Legend of Bagger Vance, The;Sports comedy films;Films directed by Robert Redford;",3
4496,"""David Marconi""","American screens|Marconi, David;",1
31166,"""Glitch!""",1988 films;Comedy films;American films;,3
1363,"""Bill Walsh (producer)""",American screens;American film ;American film producers; from California;1913 births;1975 deaths;Disney comics ;,1
20911,"""Winged Creatures """,American films;English-language films;drama films;Upcoming films;2008 films;,3
9894,"""Bobby Driscoll""","1937 births;1968 deaths;American child actors;American film actors;American television actors;American radio actors;American stage actors;Academy Juvenile Award winners;People from Cedar Rapids, Iowa;Irish-Americans;Iowa actors;Alumni of University High School (Los Angeles, California);Drug-related deaths in New York;Deaths from heart failure;",0
7326,"""John Power""",English male singers;English songs;English singer-songs;English bass guitarists;People from Liverpool;Music from Liverpool;,1
27781,"""11:14""",2003 films;Anthology films;American films;English-language films;2000s drama films;,3
6160,"""Bert Kalmar""",1884 births;1947 deaths;Jewish American musicians;American songs;Burials at Forest Lawn Memorial Park (Glendale);Songs Hall of Fame inductees;Vaudeville performers;,1
26804,"""Hot Ice""",1955 films;Short films;Three Stooges films;American films;English-language films;Black and white films;Comedy films;Film remakes;,3
24298,"""Iron Eagle IV""",1995 films;Aviation films;,3
22000,"""Boat """,Avant-garde and experimental films;Films shot digitally;Films directed by David Lynch;Independent films;2007 films;Short films;American films;English-language films;,3
22357,"""Shadow Puppets """,2007 films;American horror films;English-language films;,3
22057,"""The Hollywood Ten""",1950 films;American films;Black and white films;Documentaries about American politics;English-language films;Independent films;,3
10473,"""Mark-Paul Gosselaar""",1974 births;Living people;American film actors;American television actors;Indonesian Americans;Asian American actors;California actors;Dutch Americans;American child actors;Indo people;,0
25109,"""Alice's Adventures in Wonderland  """,1972 films;Alice in Wonderland derivatives and adaptations;British films;Films based on children's books;Musical films;,3
11552,"""Susan Strasberg""",1938 births;1999 deaths;Actors Studio alumni;American film actors;American Jews;American memoirists;American stage actors;American television actors;Deaths from breast cancer;Jewish actors;Jewish American ;People from New York City;Cancer deaths in New York;,1
4932,"""Peter B. Kyne""",1880 births;1957 deaths;American screens;American ;,1
16320,"""Category:National Lampoon films""",Comedy films by series;American comedy films;English-language films;,3
11007,"""John-Paul Davidson""",Living people;Year of birth missing (living people);Television ;Television producers;Television ;Film ;Film producers;,1
30714,"""Next Friday""","2000 films;Sequel films;American comedy films;2000s comedy films;African American films;English-language films|Friday, Next;New Line Cinema films|Friday, Next;",3
14774,"""Dodie Smith""",1896 births;1990 deaths;English novelists;English dramatists and playwrights;English children's ;Old Paulinas;,1
774,"""Emile de Antonio""","American documentary filmmakers|Antonio, Emile;American tax resisters|Antonio, Emile;1919 births;1989 deaths;Harvard University alumni;",2
2246,"""Courtney Solomon""",1971 births;Living people;Canadian film ;,2
22090,"""The Man Who Dared""",Films directed by John Sturges;1946 films;drama films;English-language films;,3
10927,"""Roko Belic""",American film ;American film actors;,2
3621,"""Kelly Clarkson""","American actor-singers;American dance musicians;American female singers;American film actors;American Idol participants;American pop singers;American rock singers;American singer-songs;American Christians;Baptists from the United States;Greek-Americans;Irish-Americans;Welsh Americans;Grammy Award winners;Idol series winners;Irish-American musicians;People from Fort Worth, Texas;RCA Records artists;Texas actors;Musicians from Texas;Reality show winners;Female rock singers;",1
31953,"""A Sense of Freedom""",1979 films;British films;English-language films;1970s drama films;Prison films;,3
20646,"""Hollywoodland""",2006 films;Films shot in Canada;Films shot in Los Angeles;English-language films;Miramax films;Focus Features films;Superman films;2000s drama films;Films set in the 1950s;American films;Mystery films;Neo-noir;,3
29542,"""No Country for Old Men """,2007 films;American films;BAFTA winners (films);Best Picture Academy Award winners;Films featuring a Best Supporting Actor Academy Award winning performance;2000s thriller films;Films whose  won the Best  Academy Award;Films whose 1 won the Best Adapted Screenplay Academy Award;Cormac McCarthy;Crime thriller films;Gangster films;English-language films;Spanish-language films;Films directed by the Coen brothers;Films featuring a Best Supporting Actor Golden Globe winning performance;Films set in Texas;Films shot in New Mexico;Films set in the 1980s;Films shot in Super 35;Independent films;Miramax films;Paramount Vantage films;,3
